region,contract,buyer,supplier,amount,award_date,start_date,end_date,link
Federal,Client software related to Distributed Computing Environment (DCE),Natural Sciences and Engineering Research Council of Canada,MICROSOFT CANADA INC.,"$646,723","Jan 14, 2024","Feb 19, 2024","Mar 31, 2025",https://theijf.org/procurement/60032682a_nserc
Federal,Computer services (includes IT solutions/deliverables as well as IT managed services),Fisheries and Oceans Canada,MICROSOFT CANADA CO.,"$452,000","Sep 3, 2024","Sep 3, 2024","Mar 31, 2025",https://theijf.org/procurement/4500072320_dfo
Federal,License/Maintenance fees for client software related to Distributed Computing Environment (DCE),Canadian Radio-television and Telecommunications Commission,MICROSOFT CANADA INC,"$16,382","Sep 1, 2024","Sep 1, 2024","Mar 31, 2025",https://theijf.org/procurement/8061267_crtc
Federal,Client software related to Distributed Computing Environment (DCE),Fisheries and Oceans Canada,MICROSOFT CANADA CO.,"$237,141","Aug 15, 2024","Aug 15, 2024","Mar 31, 2025",https://theijf.org/procurement/4500071548_dfo
Federal,Computer services (includes IT solutions/deliverables as well as IT managed services),Fisheries and Oceans Canada,MICROSOFT CANADA CO.,"$282,500","Aug 14, 2024","Aug 14, 2024","Nov 30, 2024",https://theijf.org/procurement/4500071399_dfo
Federal,Computer services (includes IT solutions/deliverables as well as IT managed services),Environment and Climate Change Canada,MICROSOFT LICENSING GP,"$6,770,031","Dec 1, 2020","Dec 1, 2020","Oct 1, 2024",https://theijf.org/procurement/80003545_ec
Federal,Info Technology and Telecomm Consultants,Health Canada,MICROSOFT CANADA INC,"$339,000","Jun 22, 2023","Jun 22, 2023","Jul 31, 2024",https://theijf.org/procurement/r20231033_hc
Federal,LICENSE/MAINTENANCE FEES FOR CLIENT SOFTWARE RELATED TO DISTRIBUTED COMPUTING ENVIRONMENT,Transport Canada,MICROSOFT CANADA INC.,"$97,388","May 16, 2022","May 16, 2022","Jul 5, 2024",https://theijf.org/procurement/t8086_202069_tc
Federal,Client Software,Public Health Agency of Canada,MICROSOFT CANADA,"$12,430","Apr 6, 2022","Apr 6, 2022","Mar 31, 2023",https://theijf.org/procurement/r202146709_phac
Federal,Computer services,Health Canada,MICROSOFT CANADA INC,"$704,686","Sep 9, 2020","Sep 9, 2020","Dec 31, 2022",https://theijf.org/procurement/r20000126a_hc
Federal,License/Maintenance fees for Application Software (including Commercial Off-The-Shelf [COTS]) and Application Development and Delivery Software,Health Canada,MICROSOFT CANADA INC,"$17,564","Jul 7, 2020","Jul 7, 2020","Dec 31, 2022",https://theijf.org/procurement/r200001167_hc
Federal,LICENSE/MAINTENANCE FEES FOR APPLICATION SOFTWARE,Public Prosecution Service of Canada,MICROSOFT CANADA INC,"$169,500","Aug 9, 2024","Aug 9, 2024","Mar 31, 2029",https://theijf.org/procurement/4500153497_ppsc
Federal,License/Maintenance fees for application software (including COTS) and application development and delivery software,Employment and Social Development Canada,MICROSOFT CANADA INC.,"$417,332","Jul 30, 2024","Jul 1, 2024","Mar 31, 2025",https://theijf.org/procurement/2bsc26983_esdc
Federal,Computer services (includes IT solutions/deliverables as well as IT managed services),Natural Resources Canada,MICROSOFT CANADA INC.,"$702,860","Jul 3, 2024","Jul 3, 2024","Mar 31, 2025",https://theijf.org/procurement/s183349_nrcan
Federal,License/Maintenance fees for client software related to Distributed Computing Environment (DCE),Shared Services Canada,MICROSOFT CANADA INC.,"$5,494,339","Aug 4, 2020","Aug 4, 2020","Mar 31, 2025",https://theijf.org/procurement/700525775_ssc
Federal,License/Maintenance fees for client software related to Distributed Computing Environment (DCE),Veterans Affairs Canada,MICROSOFT CANADA,"$348,298","Jul 19, 2024","Jul 1, 2024","Mar 31, 2025",https://theijf.org/procurement/80007202_vac
Federal,License/Maintenance fees for client software related to Distributed Computing Environment (DCE),Canada Energy Regulator,Microsoft Canada Inc.,"$161,554","Jul 16, 2024","Jul 16, 2024","Mar 31, 2025",https://theijf.org/procurement/32099_1_1a_cer
Federal,License/Maintenance fees for client software related to Distributed Computing Environment (DCE),Shared Services Canada,MICROSOFT CANADA INC.,"$77,238","Feb 13, 2023","Feb 13, 2023","Mar 31, 2025",https://theijf.org/procurement/700700269_ssc
Federal,Information technology and telecommunications consultants,Global Affairs Canada,Microsoft Corporation,"$33,117","Aug 28, 2024","Aug 28, 2024","Mar 31, 2025",https://theijf.org/procurement/4002395_dfatd
Federal,License/Maintenance fees for client software related to Distributed Computing Environment (DCE),Global Affairs Canada,Microsoft Corporation,"$532,697","May 3, 2024","May 3, 2024","Mar 31, 2025",https://theijf.org/procurement/4002292_dfatd
Federal,Client software related to Distributed Computing Environment (DCE),Global Affairs Canada,Microsoft Corporation,"$20,643","Sep 23, 2024","Sep 23, 2024","Mar 31, 2025",https://theijf.org/procurement/4002419_dfatd
Federal,Client software related to Distributed Computing Environment (DCE),Global Affairs Canada,Microsoft Corporation,"$16,191","Jul 11, 2024","Jul 11, 2024","Mar 31, 2025",https://theijf.org/procurement/4002362_dfatd
Federal,"License/Maintenance fees for operating system and utility software related to servers, storage, peripherals and components",Canadian Space Agency,MICROSOFT CANADA INC.,"$24,283","Jul 1, 2024","Jul 1, 2024","Mar 1, 2026",https://theijf.org/procurement/r000169240_csa
Federal,License/Maintenance fees for client software related to Distributed Computing Environment (DCE),Immigration and Refugee Board of Canada,MICROSOFT CANADA INC.,"$461,548","Sep 4, 2024","Sep 4, 2024","Mar 31, 2026",https://theijf.org/procurement/8061226_irb
Federal,Application Software (including COTS) and Application Development and Delivery Software,Statistics Canada,MICROSOFT CANADA INC.,"$24,896","Sep 14, 2021","Apr 1, 2021","Mar 31, 2026",https://theijf.org/procurement/000012841_statcan
Federal,Client Software related to Distributed Computing Environment (DCE),Statistics Canada,MICROSOFT CANADA INC.,"$1,162,395","Mar 24, 2022","Apr 1, 2022","Mar 31, 2026",https://theijf.org/procurement/000013082_statcan
Federal,License/Maintenance fees for Client Software related to Distributed Computing Environment (DCE),Statistics Canada,MICROSOFT CANADA INC.,"$92,954","Mar 26, 2021","Apr 1, 2021","Mar 31, 2026",https://theijf.org/procurement/000012421_statcan
Federal,Client software related to Distributed Computing Environment (DCE),Impact Assessment Agency of Canada,MICROSOFT CANADA INC.,"$345,031","Apr 17, 2024","Apr 17, 2024","Mar 31, 2026",https://theijf.org/procurement/80007082_iaac
Federal,Client software related to Distributed Computing Environment (DCE),Impact Assessment Agency of Canada,MICROSOFT CANADA INC.,"$15,723","Apr 12, 2024","Apr 12, 2024","Mar 31, 2026",https://theijf.org/procurement/80007072_iaac
Federal,Computer services (includes IT solutions/deliverables as well as IT managed services),Impact Assessment Agency of Canada,MICROSOFT CANADA INC.,"$77,415","Apr 2, 2024","Apr 2, 2024","Mar 31, 2025",https://theijf.org/procurement/80007053_iaac
Federal,Information technology and telecommunications consultants,Global Affairs Canada,Microsoft Corporation,"$12,528","Jun 18, 2024","Jun 18, 2024","Mar 31, 2025",https://theijf.org/procurement/4002346_dfatd
Federal,License/Maintenance fees for client software related to Distributed Computing Environment (DCE),Global Affairs Canada,Microsoft Corporation,"$16,191","May 23, 2024","May 23, 2024","Mar 31, 2025",https://theijf.org/procurement/4002312_dfatd
Federal,License/Maintenance fees for client software related to Distributed Computing Environment (DCE),Global Affairs Canada,Microsoft Corporation,"$13,893","May 6, 2024","May 6, 2024","Mar 31, 2025",https://theijf.org/procurement/4002295_dfatd
Federal,License/Maintenance fees for client software related to Distributed Computing Environment (DCE),Global Affairs Canada,Microsoft Corporation,"$313,785","May 1, 2024","May 1, 2024","Mar 31, 2025",https://theijf.org/procurement/4002291_dfatd
Federal,License/Maintenance fees for client software related to Distributed Computing Environment (DCE),Global Affairs Canada,Microsoft Corporation,"$12,963","May 1, 2024","May 1, 2024","Mar 31, 2025",https://theijf.org/procurement/4002287_dfatd
Federal,License/Maintenance fees for client software related to Distributed Computing Environment (DCE),Global Affairs Canada,Microsoft Corporation,"$80,479","Apr 30, 2024","Apr 30, 2024","Mar 31, 2025",https://theijf.org/procurement/4002284_dfatd
Federal,Information technology and telecommunications consultants,Global Affairs Canada,Microsoft Corporation,"$27,257","Jun 18, 2024","Jun 18, 2024","Mar 31, 2025",https://theijf.org/procurement/4002345_dfatd
Federal,License/Maintenance fees for client software related to Distributed Computing Environment (DCE),Global Affairs Canada,Microsoft Corporation,"$3,634,811","Apr 30, 2024","Apr 30, 2024","Mar 31, 2025",https://theijf.org/procurement/4002286_dfatd
Federal,License/Maintenance fees for client software related to Distributed Computing Environment (DCE),Global Affairs Canada,Microsoft Corporation,"$298,673","Jun 4, 2024","Jun 4, 2024","Mar 31, 2025",https://theijf.org/procurement/4002322_dfatd
Federal,Client software related to Distributed Computing Environment (DCE),Global Affairs Canada,Microsoft Corporation,"$21,857","May 23, 2024","May 23, 2024","Mar 31, 2025",https://theijf.org/procurement/4002313_dfatd
Federal,Client software related to Distributed Computing Environment (DCE),Global Affairs Canada,Microsoft Corporation,"$19,557","May 27, 2024","May 27, 2024","Mar 31, 2025",https://theijf.org/procurement/4002315_dfatd
Federal,License/Maintenance fees for client software related to Distributed Computing Environment (DCE),Global Affairs Canada,Microsoft Corporation,"$1,422,656","Apr 30, 2024","Apr 30, 2024","Mar 31, 2025",https://theijf.org/procurement/4002283_dfatd
Federal,Information technology and telecommunications consultants,Global Affairs Canada,Microsoft Corporation,"$63,291","Jun 14, 2024","Jun 14, 2024","Mar 31, 2025",https://theijf.org/procurement/4002333_dfatd
Federal,License/Maintenance fees for client software related to Distributed Computing Environment (DCE),Global Affairs Canada,Microsoft Corporation,"$51,853","May 1, 2024","May 1, 2024","Mar 31, 2025",https://theijf.org/procurement/4002290_dfatd
Federal,License/Maintenance fees for client software related to Distributed Computing Environment (DCE),Global Affairs Canada,Microsoft Corporation,"$71,882","May 1, 2024","May 1, 2024","Mar 31, 2025",https://theijf.org/procurement/4002289_dfatd
Federal,License/Maintenance fees for client software related to Distributed Computing Environment (DCE),Global Affairs Canada,Microsoft Corporation,"$116,670","May 1, 2024","May 1, 2024","Mar 31, 2025",https://theijf.org/procurement/4002288_dfatd
Federal,License/Maintenance fees for client software related to Distributed Computing Environment (DCE),Global Affairs Canada,Microsoft Corporation,"$137,970","Jun 11, 2024","Jun 11, 2024","Mar 31, 2025",https://theijf.org/procurement/4002328_dfatd
Federal,Information technology and telecommunications consultants,Global Affairs Canada,Microsoft Corporation,"$23,657","Jun 17, 2024","Jun 17, 2024","Mar 31, 2025",https://theijf.org/procurement/4002343_dfatd
Federal,Information technology and telecommunications consultants,Global Affairs Canada,Microsoft Corporation,"$32,410","Jun 17, 2024","Jun 17, 2024","Mar 31, 2025",https://theijf.org/procurement/4002342_dfatd
Federal,License/Maintenance fees for client software related to Distributed Computing Environment (DCE),Global Affairs Canada,Microsoft Corporation,"$11,172","May 7, 2024","May 7, 2024","Mar 31, 2025",https://theijf.org/procurement/4002304_dfatd
Federal,License/Maintenance fees for client software related to Distributed Computing Environment (DCE),Global Affairs Canada,Microsoft Corporation,"$52,360","May 7, 2024","May 7, 2024","Mar 31, 2025",https://theijf.org/procurement/4002303_dfatd
Federal,License/Maintenance fees for client software related to Distributed Computing Environment (DCE),Immigration and Refugee Board of Canada,MICROSOFT CANADA,"$31,334","Oct 20, 2022","Oct 20, 2022","Mar 31, 2026",https://theijf.org/procurement/8054160_irb
Federal,License/Maintenance fees for client software related to Distributed Computing Environment (DCE),Immigration and Refugee Board of Canada,MICROSOFT CANADA INC.,"$2,366,012","Apr 12, 2024","Apr 12, 2024","Mar 31, 2026",https://theijf.org/procurement/8060035_irb
Federal,"License/Maintenance fees for operating system and utility software related to servers, storage, peripherals and components",Canadian Grain Commission,Microsoft Canada Inc.,"$1,024,233","Apr 1, 2020","Apr 1, 2020","Mar 31, 2026",https://theijf.org/procurement/700433063a_cgc
Federal,License/Maintenance fees for client software related to Distributed Computing Environment (DCE),Immigration and Refugee Board of Canada,MICROSOFT CANADA INC.,"$31,439","Apr 1, 2024","Apr 1, 2024","Mar 31, 2026",https://theijf.org/procurement/8060021_irb
Federal,License/Maintenance fees for client software related to Distributed Computing Environment (DCE),Immigration and Refugee Board of Canada,MICROSOFT CANADA INC.,"$52,903","Apr 18, 2024","May 1, 2024","Mar 31, 2026",https://theijf.org/procurement/8060082_irb
Federal,Client software related to Distributed Computing Environment (DCE),Elections Canada,MICROSOFT CANADA INC.,"$74,791","Jul 1, 2023","Jul 1, 2023","Jun 30, 2025",https://theijf.org/procurement/80006287_elections
Federal,"License/Maintenance fees for operating system and utility software related to servers, storage, peripherals and components",International Joint Commission,"Microsoft Licensing, GIP","$21,582","Apr 1, 2024","Apr 1, 2024","Mar 31, 2025",https://theijf.org/procurement/p2500022_ijc
Federal,License/Maintenance fees for client software related to Distributed Computing Environment (DCE),Immigration and Refugee Board of Canada,MICROSOFT CANADA INC.,"$248,109","Apr 1, 2024","Apr 1, 2024","Mar 31, 2025",https://theijf.org/procurement/8059447_irb
Federal,"License/Maintenance fees for operating system and utility software related to servers, storage, peripherals and components",Elections Canada,MICROSOFT CANADA INC.,"$289,792","Apr 1, 2024","Apr 1, 2024","Mar 31, 2025",https://theijf.org/procurement/80007142_elections
Federal,Application Software (including COTS) and Application Development and Delivery Software,Statistics Canada,MICROSOFT CANADA INC.,"$175,941","Dec 4, 2020","Dec 4, 2020","Mar 31, 2025",https://theijf.org/procurement/000012011_statcan
Federal,Computer Services (includes IT solutions / deliverables as well as IT,Statistics Canada,MICROSOFT CANADA INC.,"$505,619","Mar 16, 2020","Apr 1, 2020","Mar 31, 2021",https://theijf.org/procurement/000011711_statcan
Federal,Information Technology and Telecommunications Consultants,Statistics Canada,MICROSOFT CANADA INC.,"$689,540","Jun 23, 2020","Jun 26, 2020","Mar 31, 2021",https://theijf.org/procurement/000011785_statcan
Federal,License/Maintenance fees for client software related to Distributed Computing Environment (DCE),Canadian Human Rights Commission,Microsoft Canada Inc,"$43,834","May 21, 2024","Jun 1, 2024","May 31, 2029",https://theijf.org/procurement/p2500036_chrc
Federal,License/Maintenance fees for client software related to Distributed Computing Environment (DCE),Canadian Human Rights Commission,Microsoft Canada Inc,"$702,630","May 18, 2021","Jun 1, 2021","May 31, 2029",https://theijf.org/procurement/p2200068_chrc
Federal,License/Maintenance fees for networking software,Canadian Human Rights Commission,Microsoft Canada Inc,"$259,451","May 5, 2021","May 21, 2021","May 31, 2029",https://theijf.org/procurement/p2200055_chrc
Federal,Application Software (including COTS) and Application Development and Delivery Software,Correctional Service of Canada,MICROSOFT CANADA INC,"$343,984","Aug 2, 2023","Aug 2, 2023","Mar 31, 2029",https://theijf.org/procurement/21118_24_4511430_csc
Federal,Client software related to Distributed Computing Environment (DCE),Canada Energy Regulator,Microsoft Canada Inc.,"$26,717","Apr 1, 2022","Apr 1, 2022","Mar 31, 2028",https://theijf.org/procurement/21_0062_cer
Federal,Client software related to Distributed Computing Environment (DCE),Canadian Nuclear Safety Commission,MICROSOFT CANADA INC.,"$1,356,000","Dec 12, 2023","Oct 1, 2023","Sep 30, 2026",https://theijf.org/procurement/80006629_cnsc
Federal,"License/Maintenance fees for operating system and utility software related to servers, storage, peripherals and components",Employment and Social Development Canada,MICROSOFT CANADA INC.,"$102,260,150","May 10, 2024","Jun 7, 2024","May 31, 2026",https://theijf.org/procurement/2bscs26985_esdc
Federal,License/Maintenance fees for application software (including COTS) and application development and delivery software,Canadian Radio-television and Telecommunications Commission,MICROSOFT CANADA INC,"$438,827","Apr 1, 2022","Apr 1, 2022","Mar 31, 2026",https://theijf.org/procurement/8052738_crtc
Federal,Application software (including COTS) and application development and delivery software,Royal Canadian Mounted Police,MICROSOFT CANADA INC.,"$23,803","May 24, 2024","May 24, 2024","Mar 31, 2026",https://theijf.org/procurement/s202500861_rcmp
Federal,License/Maitenance fees for client software related to Distributed Computing Environment (DCE),Public Service Commission of Canada,MICROSOFT CANADA INC.,"$77,104","Apr 11, 2024","Mar 22, 2024","Mar 31, 2026",https://theijf.org/procurement/r000163861_k000013914_psc
Federal,License/Maintenance fees for application software (including COTS) and application development and delivery software,Military Grievances External Review Committee,Microsoft Canada Inc.,"$35,649","Jun 6, 2024","Jun 6, 2024","Mar 31, 2026",https://theijf.org/procurement/8060776_mgerc
Federal,Client software related to Distributed Computing Environment (DCE),Canada Energy Regulator,Microsoft Canada Inc,"$913,458","Jun 10, 2020","Jun 5, 2020","Mar 31, 2026",https://theijf.org/procurement/20_0061_cer
Federal,Computer services (includes IT solutions/deliverables as well as IT managed services),National Research Council Canada,MICROSOFT CORPORATION,"$46,554","Mar 8, 2024","Mar 8, 2024","Mar 31, 2026",https://theijf.org/procurement/ras246785_nrc
Federal,License/Maintenance fees for client software related to Distributed Computing Environment (DCE),Employment and Social Development Canada,MICROSOFT CANADA INC.,"$140,840","Jun 25, 2024","Jun 1, 2024","Mar 31, 2026",https://theijf.org/procurement/2bscs26407_esdc
Federal,"License/Maintenance fees for operating system and utility software related to servers, storage, peripherals and components",Canadian Radio-television and Telecommunications Commission,MICROSOFT CANADA INC,"$479,950","Apr 1, 2022","Apr 1, 2022","Mar 31, 2026",https://theijf.org/procurement/8052767_crtc
Federal,License/Maintenance fees for application software (including COTS) and application development and delivery software,Employment and Social Development Canada,MICROSOFT CANADA INC.,"$12,821","Apr 16, 2024","Apr 4, 2024","Mar 31, 2026",https://theijf.org/procurement/2bscs25899_esdc
Federal,Computer services (includes IT solutions/deliverables as well as IT managed services),"Immigration, Refugees and Citizenship Canada",MICROSOFT CANADA INC.,"$318,000","Apr 19, 2024","Apr 19, 2024","Mar 31, 2026",https://theijf.org/procurement/7121303_cic
Federal,License/Maintenance fees for application software (including COTS) and application development and delivery software,Canadian Radio-television and Telecommunications Commission,MICROSOFT CANADA INC,"$54,853","Apr 1, 2022","Apr 1, 2022","Mar 31, 2026",https://theijf.org/procurement/8052763_crtc
Federal,License/Maintenance fees for application software (including COTS) and application development and delivery software,Employment and Social Development Canada,MICROSOFT CANADA INC.,"$515,383","Apr 5, 2024","Nov 1, 2023","Mar 31, 2026",https://theijf.org/procurement/r000152145_esdc
Federal,Client software related to Distributed Computing Environment (DCE) ,Correctional Service of Canada,MICROSOFT CANADA INC,"$115,192","Apr 2, 2024","Apr 2, 2024","Mar 31, 2026",https://theijf.org/procurement/21118_24_4736203_csc
Federal,License/Maintenance fees for client software related to Distributed Computing Environment (DCE),Administrative Tribunals Support Service of Canada,Microsoft Canada Inc.,"$34,571","Nov 21, 2022","Nov 21, 2022","Mar 31, 2026",https://theijf.org/procurement/ras221479_atssc
Federal,License/Maintenance fees for application software (including COTS) and application development and delivery software,Employment and Social Development Canada,MICROSOFT CANADA INC.,"$110,089","Apr 9, 2024","Mar 1, 2024","Mar 31, 2026",https://theijf.org/procurement/4500013293_esdc
Federal,"License/Maintenance fees for operating system and utility software related to servers, storage, peripherals and components",Financial Consumer Agency of Canada,Microsoft Canada Inc.,"$749,734","Feb 24, 2020","Feb 24, 2020","Mar 31, 2026",https://theijf.org/procurement/5r00192170_fcac
Federal,Client software related to Distributed Computing Environment (DCE),Natural Resources Canada,MICROSOFT CANADA CO.,"$113,000","Apr 17, 2024","Apr 17, 2024","Jan 31, 2026",https://theijf.org/procurement/80007083_nrcan
Federal,License/Maintenance fees for client software related to Distributed Computing Environment (DCE),Office of the Commissioner for Federal Judicial Affairs Canada,Microsoft Corporation,"$16,950","Jun 27, 2024","Jul 1, 2024","Jun 30, 2025",https://theijf.org/procurement/4f001_24_017_fja
Federal,Client software related to Distributed Computing Environment (DCE),National Research Council Canada,MICROSOFT CORPORATION,"$1,320,039","Jun 28, 2023","Jun 28, 2023","May 1, 2025",https://theijf.org/procurement/ras233292_nrc
Federal,License/Maintenance fees for application software (including COTS) and application development and delivery software,Canadian Space Agency,MICROSOFT CANADA INC.,"$1,629,887","Jul 23, 2021","Jul 23, 2021","Apr 1, 2025",https://theijf.org/procurement/7015529_csa
Federal,License/Maintenance fees for client software related to Distributed Computing Environment (DCE),"Immigration, Refugees and Citizenship Canada",MICROSOFT CANADA INC.,"$7,778,016","Apr 18, 2024","Apr 18, 2024","Apr 1, 2025",https://theijf.org/procurement/7121117_cic
Federal,Information technology and telecommunications consultants,Office of the Commissioner of Official Languages,MICROSOFT CORPORATION,"$164,147","Nov 24, 2022","Nov 24, 2022","Mar 31, 2025",https://theijf.org/procurement/mic2223_ocol
Federal,License/Maintenance fees for application software (including COTS) and application development and delivery software,National Defence,Microsoft,"$4,505,187","Apr 1, 2024","Apr 1, 2024","Mar 31, 2025",https://theijf.org/procurement/w8484_240650_dnd
Federal,Computer services (includes IT solutions/deliverables as well as IT managed services),Employment and Social Development Canada,MICROSOFT CANADA INC.,"$3,678,795","Apr 16, 2024","Apr 1, 2024","Mar 31, 2025",https://theijf.org/procurement/r000162560_esdc
Federal,Client software related to Distributed Computing Environment (DCE),Invest in Canada,Microsoft Corporation,"$56,500","May 6, 2024","Apr 1, 2024","Mar 31, 2025",https://theijf.org/procurement/p2500005_iic
Federal,License/Maintenance fees for application software (including COTS) and application development and delivery software,Office of the Superintendent of Financial Institutions Canada,MICROSOFT CORPORATION,"$4,613,770","Nov 16, 2020","Nov 16, 2020","Mar 31, 2025",https://theijf.org/procurement/6959185a_osfi
Federal,License/Maintenance fees for client software related to Distributed Computing Environment (DCE),"Immigration, Refugees and Citizenship Canada",MICROSOFT CANADA INC.,"$52,360","Apr 1, 2024","Apr 1, 2024","Mar 31, 2025",https://theijf.org/procurement/7121446_cic
Federal,License/Maintenance fees for application software (including COTS) and application development and delivery software,Employment and Social Development Canada,MICROSOFT CANADA INC.,"$168,503","Apr 2, 2024","Mar 28, 2024","Mar 31, 2025",https://theijf.org/procurement/r000163448_esdc
Federal,COMPUTER SERVICES,Department of Justice Canada,MICROSOFT CANADA INC,"$249,544","Apr 1, 2024","Apr 1, 2024","Mar 31, 2025",https://theijf.org/procurement/ssc233316_jus
Federal,License/Maintenance fees for App.Software,"Innovation, Science and Economic Development Canada",MICROSOFT CORPORATION,"$50,548","Apr 1, 2024","Apr 1, 2024","Mar 31, 2025",https://theijf.org/procurement/9601072_ic
Federal,License/Maintenance fees for application software (including COTS) and application development and delivery software,Canadian Radio-television and Telecommunications Commission,MICROSOFT CANADA INC,"$48,728","May 1, 2023","May 1, 2023","Mar 31, 2025",https://theijf.org/procurement/8056763_crtc
Federal,License/Maintenance fees for application software (including COTS) and application development and delivery software,Canadian Institutes of Health Research,MICROSOFT CANADA INC.,"$503,854","Apr 1, 2024","Apr 1, 2024","Mar 31, 2025",https://theijf.org/procurement/24_0021_cihr
Federal,License/Maintenance fees for client software related to Distributed Computing Environment (DCE),Office of the Commissioner for Federal Judicial Affairs Canada,Microsoft,"$6,115","Apr 26, 2024","Apr 1, 2021","Mar 31, 2025",https://theijf.org/procurement/4f002_21_201_fja
Federal,Application software (including COTS) and application development and delivery software,Canada Revenue Agency,Microsoft Canada Inc.,"$16,465","Jan 21, 2022","Feb 1, 2022","Mar 31, 2025",https://theijf.org/procurement/2b22379864_cra
